order_id,fecha_pedido,departamento_destino,zona_logistica,modo_transporte,tipo_envio,distancia_km,tiempo_estimado_dias,tiempo_preparacion_horas,cantidad_productos,peso_kg,prioridad,dia_semana,carga_logistica,entrega_tardia
ORD-14162,2025-05-24,Piura,Costa Norte,Terrestre,Estándar,954.66,5,2.69,1,1.37,Alta,Sábado,Media,0
ORD-14163,2025-07-25,Ayacucho,Sierra Sur,Terrestre,Express,588.94,3,13.98,9,20.11,Baja,Viernes,Alta,1
ORD-14164,2025-03-15,Piura,Costa Norte,Aéreo,Estándar,950.9,5,5.32,3,2.35,Media,Sábado,Media,0
ORD-14165,2025-09-18,Cusco,Sierra Sur,Terrestre,Estándar,1109.26,6,5.99,2,4.9,Media,Jueves,Media,0
ORD-14166,2025-09-06,Lima,Lima y Callao,Terrestre,Express,101.76,2,9.52,8,16.5,Baja,Sábado,Baja,1
ORD-14167,2025-06-18,Loreto,Selva Norte,Aéreo,Estándar,1467.46,7,6.55,8,6.14,Media,Miércoles,Baja,0
ORD-14168,2025-03-08,Lambayeque,Costa Norte,Terrestre,Express,834.33,3,4.93,3,3.25,Media,Sábado,Media,0
ORD-14169,2025-07-05,Callao,Lima y Callao,Terrestre,Express,37.88,2,4.54,2,1.41,Media,Sábado,Alta,0
ORD-14170,2025-09-04,Piura,Costa Norte,Terrestre,Express,990.55,3,5.29,3,3.04,Media,Jueves,Media,0
ORD-14171,2025-05-17,Junín,Sierra Centro,Terrestre,Estándar,357.71,4,8.5,10,6.11,Alta,Sábado,Media,0
ORD-14172,2025-04-07,Ica,Costa Sur,Aéreo,Estándar,306.7,3,2.71,2,0.86,Alta,Lunes,Media,0
ORD-14173,2025-07-04,Lima,Lima y Callao,Terrestre,Express,83.42,2,5.23,5,3.56,Baja,Viernes,Media,0
ORD-14174,2025-05-10,La Libertad,Costa Norte,Terrestre,Estándar,648.02,5,6.49,4,7.67,Media,Sábado,Alta,0
ORD-14175,2025-05-27,Lima,Lima y Callao,Terrestre,Express,13.23,2,5.57,4,2.29,Media,Martes,Media,0
ORD-14176,2025-05-08,Ayacucho,Sierra Sur,Terrestre,Estándar,575.25,4,10.92,9,19.21,Alta,Jueves,Baja,1
ORD-14177,2025-04-21,La Libertad,Costa Norte,Terrestre,Express,590.57,3,4.87,4,7.48,Alta,Lunes,Baja,0
ORD-14178,2025-09-19,Piura,Costa Norte,Terrestre,Estándar,1055.51,7,8.97,5,10.94,Media,Viernes,Media,1
ORD-14179,2025-06-17,Áncash,Costa Norte,Aéreo,Express,416.32,2,5.09,2,3.26,Alta,Martes,Alta,1
ORD-14180,2025-06-20,Lambayeque,Costa Norte,Terrestre,Estándar,770.41,5,6.38,4,9.9,Media,Viernes,Media,0
ORD-14181,2025-08-27,Lima,Lima y Callao,Terrestre,Express,77.11,2,5.82,5,3.4,Baja,Miércoles,Alta,0
ORD-14182,2025-05-12,Piura,Costa Norte,Terrestre,Estándar,959.03,5,6.52,5,10.85,Media,Lunes,Media,1
ORD-14183,2025-02-06,Lima,Lima y Callao,Terrestre,Estándar,131.55,2,12.27,6,27.25,Media,Jueves,Alta,0
ORD-14184,2025-11-08,Madre de Dios,Selva Centro-Sur,Terrestre,Estándar,1426.1,7,5.1,4,4.21,Media,Sábado,Media,0
ORD-14185,2025-01-21,Callao,Lima y Callao,Terrestre,Express,57.45,2,4.74,5,6.0,Media,Martes,Baja,0
ORD-14186,2025-07-28,Junín,Sierra Centro,Terrestre,Estándar,424.24,5,5.87,3,2.8,Media,Lunes,Alta,0
ORD-14187,2025-04-08,San Martín,Selva Norte,Terrestre,Express,1015.65,3,10.22,9,11.27,Alta,Martes,Media,0
ORD-14188,2025-03-20,Piura,Costa Norte,Terrestre,Express,933.98,3,7.04,6,7.84,Baja,Jueves,Media,1
ORD-14189,2025-01-16,Lima,Lima y Callao,Terrestre,Express,95.29,2,5.97,4,1.8,Media,Jueves,Media,0
ORD-14190,2025-11-25,Lambayeque,Costa Norte,Terrestre,Estándar,799.61,5,7.14,3,4.87,Media,Martes,Alta,1
ORD-14191,2025-06-06,Lambayeque,Costa Norte,Terrestre,Estándar,752.52,4,7.57,7,13.81,Baja,Viernes,Baja,0
ORD-14192,2025-05-06,Arequipa,Costa Sur,Terrestre,Estándar,1054.1,6,6.07,5,4.54,Media,Martes,Media,0
ORD-14193,2025-09-28,Piura,Costa Norte,Terrestre,Express,922.45,3,3.59,2,2.49,Media,Domingo,Media,0
ORD-14194,2025-01-15,Madre de Dios,Selva Centro-Sur,Terrestre,Estándar,1166.18,6,13.85,11,19.09,Baja,Miércoles,Media,1
ORD-14195,2025-07-26,Lambayeque,Costa Norte,Terrestre,Estándar,764.61,5,7.59,4,3.65,Alta,Sábado,Alta,0
ORD-14196,2025-06-30,Cusco,Sierra Sur,Terrestre,Express,1145.39,4,5.71,4,6.79,Media,Lunes,Media,0
ORD-14197,2025-07-22,Ica,Costa Sur,Terrestre,Estándar,316.93,4,4.82,2,3.02,Baja,Martes,Baja,0
ORD-14198,2025-02-15,Arequipa,Costa Sur,Terrestre,Estándar,1019.57,6,6.42,3,10.43,Baja,Sábado,Media,0
ORD-14199,2025-12-14,Lima,Lima y Callao,Terrestre,Express,123.42,2,8.01,6,6.97,Media,Domingo,Media,0
ORD-14200,2025-03-29,Lima,Lima y Callao,Terrestre,Estándar,122.36,2,6.29,4,4.14,Alta,Sábado,Media,0
ORD-14201,2025-09-05,Callao,Lima y Callao,Terrestre,Estándar,35.35,3,9.16,6,7.94,Media,Viernes,Alta,0
ORD-14202,2025-09-30,Lima,Lima y Callao,Terrestre,Estándar,117.69,3,4.62,4,5.48,Baja,Martes,Baja,0
ORD-14203,2025-05-06,Tumbes,Costa Norte,Terrestre,Express,1223.58,4,5.42,4,9.84,Baja,Martes,Baja,1
ORD-14204,2025-02-17,Arequipa,Costa Sur,Terrestre,Express,1015.81,3,9.26,8,19.3,Media,Lunes,Media,0
ORD-14205,2025-04-19,Lambayeque,Costa Norte,Terrestre,Estándar,740.11,5,3.2,5,4.47,Media,Sábado,Baja,0
ORD-14206,2025-10-22,Lima,Lima y Callao,Terrestre,Mismo Día,79.1,1,8.84,7,7.63,Media,Miércoles,Alta,0
ORD-14207,2025-11-27,Cajamarca,Sierra Norte,Terrestre,Estándar,891.77,5,9.47,8,6.68,Media,Jueves,Alta,0
ORD-14208,2025-12-08,Lima,Lima y Callao,Terrestre,Mismo Día,37.06,1,6.27,5,4.19,Media,Lunes,Media,0
ORD-14209,2025-03-24,Lima,Lima y Callao,Terrestre,Express,82.3,2,4.91,5,1.43,Media,Lunes,Baja,0
ORD-14210,2025-08-10,Cajamarca,Sierra Norte,Terrestre,Estándar,915.16,5,4.86,4,10.0,Media,Domingo,Baja,0
ORD-14211,2025-02-25,Cajamarca,Sierra Norte,Terrestre,Express,908.07,3,4.95,4,3.85,Baja,Martes,Alta,0
ORD-14212,2025-09-17,Piura,Costa Norte,Terrestre,Estándar,887.77,5,4.37,3,2.87,Media,Miércoles,Alta,1
ORD-14213,2025-06-01,Ica,Costa Sur,Terrestre,Estándar,252.02,2,11.6,6,24.6,Media,Domingo,Alta,0
ORD-14214,2025-09-18,Lima,Lima y Callao,Terrestre,Estándar,72.23,3,4.08,4,4.3,Media,Jueves,Media,0
ORD-14215,2025-09-08,Lima,Lima y Callao,Terrestre,Estándar,127.14,3,5.07,5,5.55,Baja,Lunes,Baja,0
ORD-14216,2025-12-29,Pasco,Sierra Centro,Terrestre,Express,395.03,2,6.93,2,3.18,Baja,Lunes,Alta,1
ORD-14217,2025-06-28,Lima,Lima y Callao,Terrestre,Estándar,68.11,3,6.75,5,6.77,Media,Sábado,Media,0
ORD-14218,2025-05-05,Pasco,Sierra Centro,Terrestre,Estándar,369.24,4,5.54,4,3.91,Baja,Lunes,Media,0
ORD-14219,2025-07-12,Lima,Lima y Callao,Terrestre,Express,93.36,2,9.17,5,9.95,Media,Sábado,Alta,1
ORD-14220,2025-03-01,Lambayeque,Costa Norte,Terrestre,Estándar,862.35,5,5.26,5,7.15,Media,Sábado,Media,1
ORD-14221,2025-02-10,La Libertad,Costa Norte,Terrestre,Estándar,559.88,5,7.63,3,3.9,Baja,Lunes,Alta,0
ORD-14222,2025-07-09,Junín,Sierra Centro,Terrestre,Estándar,371.98,4,8.24,6,5.54,Media,Miércoles,Alta,0
ORD-14223,2025-10-29,La Libertad,Costa Norte,Terrestre,Express,622.77,3,7.48,6,6.82,Media,Miércoles,Media,1
ORD-14224,2025-07-14,Ayacucho,Sierra Sur,Terrestre,Express,589.87,3,8.58,8,14.54,Baja,Lunes,Media,1
ORD-14225,2025-10-13,La Libertad,Costa Norte,Aéreo,Express,548.09,2,4.84,4,7.47,Alta,Lunes,Baja,0
ORD-14226,2025-03-06,La Libertad,Costa Norte,Terrestre,Express,549.59,2,5.67,5,5.05,Media,Jueves,Media,0
ORD-14227,2025-06-14,Áncash,Costa Norte,Terrestre,Estándar,409.26,4,2.95,3,2.66,Alta,Sábado,Baja,0
ORD-14228,2025-08-12,Cusco,Sierra Sur,Terrestre,Estándar,1102.18,6,6.54,6,10.65,Baja,Martes,Media,1
ORD-14229,2025-05-07,Lima,Lima y Callao,Terrestre,Express,107.02,2,5.49,4,5.44,Alta,Miércoles,Media,0
ORD-14230,2025-01-06,Lima,Lima y Callao,Terrestre,Express,53.25,2,9.73,7,12.21,Alta,Lunes,Media,0
ORD-14231,2025-01-27,Loreto,Selva Norte,Aéreo,Express,1570.39,4,7.29,3,2.97,Baja,Lunes,Alta,1
ORD-14232,2025-12-05,Lima,Lima y Callao,Terrestre,Express,74.65,2,12.86,9,10.58,Media,Viernes,Alta,0
ORD-14233,2025-08-09,Piura,Costa Norte,Terrestre,Estándar,1064.06,6,7.85,5,9.07,Media,Sábado,Media,0
ORD-14234,2025-04-07,Loreto,Selva Norte,Aéreo,Estándar,1178.22,6,6.14,2,2.0,Media,Lunes,Alta,1
ORD-14235,2025-04-05,Arequipa,Costa Sur,Terrestre,Estándar,1073.0,7,8.4,3,8.57,Media,Sábado,Alta,0
ORD-14236,2025-01-15,Tumbes,Costa Norte,Terrestre,Estándar,1342.36,8,4.45,3,7.5,Alta,Miércoles,Media,1
ORD-14237,2025-12-11,Áncash,Costa Norte,Terrestre,Express,469.83,2,7.52,6,6.13,Media,Jueves,Media,0
ORD-14238,2025-02-09,Lima,Lima y Callao,Terrestre,Estándar,121.73,3,3.71,2,2.45,Alta,Domingo,Alta,0
ORD-14239,2025-10-05,Loreto,Selva Norte,Multimodal,Estándar,1311.64,8,3.99,2,2.81,Alta,Domingo,Media,0
ORD-14240,2025-03-29,Ica,Costa Sur,Terrestre,Estándar,314.76,3,3.29,3,4.01,Alta,Sábado,Baja,0
ORD-14241,2025-05-03,Lima,Lima y Callao,Terrestre,Express,93.56,2,10.43,7,14.39,Media,Sábado,Alta,0
ORD-14242,2025-04-10,Junín,Sierra Centro,Terrestre,Express,355.56,2,9.88,9,7.68,Media,Jueves,Alta,0
ORD-14243,2025-10-28,Arequipa,Costa Sur,Terrestre,Estándar,1134.2,6,4.01,4,3.18,Alta,Martes,Alta,0
ORD-14244,2025-01-12,Amazonas,Selva Norte,Terrestre,Estándar,1057.17,6,7.74,7,9.4,Media,Domingo,Alta,1
ORD-14245,2025-05-09,Arequipa,Costa Sur,Terrestre,Express,1004.14,3,9.41,6,8.97,Baja,Viernes,Alta,0
ORD-14246,2025-04-12,Arequipa,Costa Sur,Terrestre,Express,1090.66,3,6.82,5,6.02,Media,Sábado,Alta,0
ORD-14247,2025-04-10,Lima,Lima y Callao,Terrestre,Mismo Día,65.97,1,11.59,9,15.85,Baja,Jueves,Media,1
ORD-14248,2025-03-12,Lima,Lima y Callao,Terrestre,Express,49.32,2,4.95,3,6.85,Alta,Miércoles,Media,0
ORD-14249,2025-11-30,Lambayeque,Costa Norte,Terrestre,Estándar,764.95,5,5.0,5,8.31,Media,Domingo,Baja,0
ORD-14250,2025-05-19,Lima,Lima y Callao,Terrestre,Estándar,114.61,4,6.02,6,8.46,Media,Lunes,Media,0
ORD-14251,2025-06-02,Áncash,Costa Norte,Terrestre,Estándar,478.72,4,5.38,5,5.64,Baja,Lunes,Media,0
ORD-14252,2025-05-21,Cusco,Sierra Sur,Terrestre,Estándar,976.73,5,6.16,6,7.35,Media,Miércoles,Media,0
ORD-14253,2025-12-24,Lima,Lima y Callao,Terrestre,Estándar,98.03,2,4.35,4,2.72,Media,Miércoles,Baja,0
ORD-14254,2025-05-04,Puno,Sierra Sur,Terrestre,Estándar,1374.66,7,7.93,8,5.72,Media,Domingo,Media,1
ORD-14255,2025-05-05,La Libertad,Costa Norte,Terrestre,Estándar,632.34,5,5.24,3,6.31,Media,Lunes,Media,0
ORD-14256,2025-04-30,Arequipa,Costa Sur,Terrestre,Estándar,1040.8,7,6.97,5,12.81,Media,Miércoles,Baja,1
ORD-14257,2025-04-30,Loreto,Selva Norte,Multimodal,Estándar,1677.34,10,3.21,1,0.75,Baja,Miércoles,Media,0
ORD-14258,2025-02-02,Piura,Costa Norte,Terrestre,Estándar,945.38,5,6.37,4,6.22,Media,Domingo,Media,0
ORD-14259,2025-08-09,La Libertad,Costa Norte,Terrestre,Estándar,590.97,5,3.85,2,1.78,Media,Sábado,Alta,0
ORD-14260,2025-01-10,Cusco,Sierra Sur,Terrestre,Estándar,1077.51,6,7.36,5,12.5,Alta,Viernes,Alta,0
ORD-14261,2025-03-24,Áncash,Costa Norte,Terrestre,Express,406.18,2,7.14,7,8.15,Alta,Lunes,Media,0
ORD-14262,2025-03-15,Lima,Lima y Callao,Terrestre,Estándar,83.32,2,9.12,5,18.53,Media,Sábado,Media,0
ORD-14263,2025-04-17,Puno,Sierra Sur,Terrestre,Estándar,1259.7,6,5.25,5,4.57,Media,Jueves,Media,0
ORD-14264,2025-10-04,Lima,Lima y Callao,Terrestre,Express,48.67,2,8.54,6,6.15,Baja,Sábado,Alta,0
ORD-14265,2025-08-07,Ica,Costa Sur,Terrestre,Estándar,349.02,5,1.56,1,1.71,Alta,Jueves,Media,0
ORD-14266,2025-12-28,Lima,Lima y Callao,Terrestre,Estándar,34.64,4,11.11,6,10.77,Alta,Domingo,Alta,0
ORD-14267,2025-05-09,Moquegua,Costa Sur,Terrestre,Estándar,1152.49,6,6.42,5,8.56,Baja,Viernes,Baja,0
ORD-14268,2025-12-05,Lambayeque,Costa Norte,Terrestre,Estándar,812.09,5,7.47,4,7.42,Media,Viernes,Alta,0
ORD-14269,2025-01-17,Madre de Dios,Selva Centro-Sur,Multimodal,Estándar,1035.29,7,2.86,2,2.7,Media,Viernes,Media,0
ORD-14270,2025-07-04,La Libertad,Costa Norte,Terrestre,Express,581.17,3,4.32,2,3.9,Baja,Viernes,Media,0
ORD-14271,2025-10-19,Junín,Sierra Centro,Terrestre,Express,349.49,2,12.55,8,25.56,Alta,Domingo,Baja,0
ORD-14272,2025-07-14,Lima,Lima y Callao,Terrestre,Express,86.4,2,7.35,4,6.96,Alta,Lunes,Alta,0
ORD-14273,2025-12-07,Lambayeque,Costa Norte,Terrestre,Estándar,768.18,4,6.56,6,5.1,Alta,Domingo,Media,0
ORD-14274,2025-04-25,Tumbes,Costa Norte,Terrestre,Estándar,1287.2,7,9.56,7,10.23,Baja,Viernes,Alta,1
ORD-14275,2025-01-13,Lima,Lima y Callao,Terrestre,Express,58.96,2,4.88,6,3.19,Media,Lunes,Media,0
ORD-14276,2025-10-10,La Libertad,Costa Norte,Terrestre,Estándar,540.69,4,6.55,5,8.08,Alta,Viernes,Baja,0
ORD-14277,2025-01-25,La Libertad,Costa Norte,Terrestre,Estándar,525.14,4,4.93,5,2.91,Media,Sábado,Baja,0
ORD-14278,2025-10-07,Lima,Lima y Callao,Terrestre,Estándar,71.66,4,4.5,2,3.64,Media,Martes,Media,0
ORD-14279,2025-09-25,Junín,Sierra Centro,Terrestre,Estándar,347.44,4,4.56,2,2.17,Media,Jueves,Media,0
ORD-14280,2025-11-05,Lima,Lima y Callao,Terrestre,Estándar,149.79,3,6.85,5,9.46,Baja,Miércoles,Media,0
ORD-14281,2025-06-24,Junín,Sierra Centro,Terrestre,Estándar,284.29,3,4.31,3,3.59,Media,Martes,Media,0
ORD-14282,2025-11-23,Junín,Sierra Centro,Terrestre,Express,369.48,2,8.97,6,13.42,Alta,Domingo,Media,0
ORD-14283,2025-03-03,Lima,Lima y Callao,Terrestre,Express,93.4,2,11.1,7,11.03,Baja,Lunes,Alta,0
ORD-14284,2025-06-08,Arequipa,Costa Sur,Terrestre,Estándar,1045.59,6,9.97,7,13.39,Baja,Domingo,Alta,1
ORD-14285,2025-02-14,Lima,Lima y Callao,Terrestre,Estándar,99.89,3,0.5,1,1.42,Media,Viernes,Baja,0
ORD-14286,2025-10-07,Lima,Lima y Callao,Terrestre,Express,15.23,2,2.16,2,2.46,Media,Martes,Baja,0
ORD-14287,2025-09-18,Lambayeque,Costa Norte,Terrestre,Estándar,796.82,4,10.41,9,5.76,Media,Jueves,Alta,0
ORD-14288,2025-10-22,Lima,Lima y Callao,Terrestre,Mismo Día,69.39,1,6.54,4,2.98,Baja,Miércoles,Alta,0
ORD-14289,2025-10-06,Lima,Lima y Callao,Terrestre,Estándar,116.48,3,6.9,7,8.83,Media,Lunes,Baja,0
ORD-14290,2025-04-23,Piura,Costa Norte,Terrestre,Estándar,920.32,6,4.94,5,6.52,Baja,Miércoles,Baja,1
ORD-14291,2025-01-25,Junín,Sierra Centro,Terrestre,Estándar,398.57,4,4.92,3,4.94,Media,Sábado,Media,0
ORD-14292,2025-12-06,Ica,Costa Sur,Terrestre,Estándar,305.43,3,4.44,2,1.89,Media,Sábado,Media,0
ORD-14293,2025-06-29,Lima,Lima y Callao,Terrestre,Mismo Día,101.41,1,6.39,5,6.69,Media,Domingo,Media,0
ORD-14294,2025-02-04,Lima,Lima y Callao,Terrestre,Mismo Día,52.57,1,7.98,6,12.9,Media,Martes,Media,0
ORD-14295,2025-12-05,Lima,Lima y Callao,Terrestre,Mismo Día,103.34,1,8.28,5,7.11,Media,Viernes,Alta,0
ORD-14296,2025-12-29,Lima,Lima y Callao,Terrestre,Estándar,111.65,3,4.17,1,1.47,Media,Lunes,Alta,0
ORD-14297,2025-06-12,Lima,Lima y Callao,Terrestre,Estándar,84.77,3,9.36,6,8.15,Media,Jueves,Alta,0
ORD-14298,2025-10-09,Callao,Lima y Callao,Terrestre,Mismo Día,33.36,1,4.87,3,6.41,Media,Jueves,Media,0
ORD-14299,2025-01-14,Lima,Lima y Callao,Terrestre,Estándar,51.29,3,5.38,6,7.9,Media,Martes,Baja,0
ORD-14300,2025-02-04,Cajamarca,Sierra Norte,Terrestre,Estándar,854.69,6,5.31,2,2.22,Media,Martes,Media,0
ORD-14301,2025-04-11,La Libertad,Costa Norte,Terrestre,Estándar,645.98,5,4.17,2,2.42,Media,Viernes,Alta,0
ORD-14302,2025-08-28,Lima,Lima y Callao,Terrestre,Estándar,77.57,3,3.5,3,3.43,Media,Jueves,Media,0
ORD-14303,2025-02-18,Lima,Lima y Callao,Terrestre,Estándar,107.33,3,6.08,5,4.8,Baja,Martes,Alta,0
ORD-14304,2025-01-13,Junín,Sierra Centro,Terrestre,Express,402.93,2,10.01,10,16.66,Media,Lunes,Baja,1
ORD-14305,2025-09-02,Piura,Costa Norte,Terrestre,Estándar,991.32,6,8.28,5,12.67,Baja,Martes,Media,0
ORD-14306,2025-10-09,Lima,Lima y Callao,Terrestre,Express,103.85,2,2.77,4,4.13,Alta,Jueves,Baja,0
ORD-14307,2025-09-27,Lima,Lima y Callao,Terrestre,Express,96.86,2,4.18,3,2.53,Media,Sábado,Media,0
ORD-14308,2025-10-19,San Martín,Selva Norte,Terrestre,Express,1088.6,3,4.9,5,3.3,Baja,Domingo,Media,1
ORD-14309,2025-10-21,La Libertad,Costa Norte,Terrestre,Estándar,577.65,4,8.11,6,15.09,Media,Martes,Media,0
ORD-14310,2025-08-08,Lima,Lima y Callao,Terrestre,Estándar,127.16,3,7.73,6,11.15,Media,Viernes,Alta,0
ORD-14311,2025-07-09,Cajamarca,Sierra Norte,Terrestre,Estándar,1006.81,7,5.57,4,3.89,Alta,Miércoles,Media,0
ORD-14312,2025-11-09,Huancavelica,Sierra Centro,Terrestre,Estándar,510.93,5,4.46,5,6.54,Alta,Domingo,Baja,0
ORD-14313,2025-05-08,Ica,Costa Sur,Terrestre,Express,348.52,2,5.93,4,8.95,Alta,Jueves,Media,0
ORD-14314,2025-02-05,Arequipa,Costa Sur,Terrestre,Estándar,1141.47,6,7.99,7,8.07,Media,Miércoles,Media,0
ORD-14315,2025-10-02,Lima,Lima y Callao,Terrestre,Express,84.47,2,6.71,7,11.94,Alta,Jueves,Media,0
ORD-14316,2025-04-11,Callao,Lima y Callao,Terrestre,Express,50.01,2,6.53,5,5.58,Media,Viernes,Media,0
ORD-14317,2025-12-24,Lima,Lima y Callao,Terrestre,Estándar,100.46,3,7.82,7,7.25,Alta,Miércoles,Alta,0
ORD-14318,2025-06-01,Callao,Lima y Callao,Terrestre,Mismo Día,28.68,1,7.24,6,2.16,Baja,Domingo,Media,0
ORD-14319,2025-11-07,Arequipa,Costa Sur,Terrestre,Estándar,935.16,5,5.52,4,4.23,Alta,Viernes,Media,1
ORD-14320,2025-01-16,Tumbes,Costa Norte,Terrestre,Estándar,1259.23,7,4.1,5,4.72,Media,Jueves,Baja,0
ORD-14321,2025-08-29,Lima,Lima y Callao,Terrestre,Express,118.52,2,6.63,6,9.08,Media,Viernes,Baja,0
ORD-14322,2025-06-13,San Martín,Selva Norte,Terrestre,Estándar,1047.81,6,2.73,2,2.63,Alta,Viernes,Media,0
ORD-14323,2025-06-18,Lambayeque,Costa Norte,Terrestre,Estándar,816.35,5,5.04,6,8.01,Media,Miércoles,Media,0
ORD-14324,2025-04-07,Áncash,Costa Norte,Terrestre,Express,438.14,2,7.89,6,11.03,Alta,Lunes,Baja,0
ORD-14325,2025-12-21,Lima,Lima y Callao,Terrestre,Express,106.46,2,6.85,5,2.26,Baja,Domingo,Alta,0
ORD-14326,2025-05-24,Lima,Lima y Callao,Terrestre,Estándar,65.62,3,3.61,2,2.87,Media,Sábado,Media,0
ORD-14327,2025-11-07,Áncash,Costa Norte,Terrestre,Estándar,411.4,5,4.52,3,2.37,Media,Viernes,Media,0
ORD-14328,2025-06-05,Piura,Costa Norte,Terrestre,Estándar,919.06,5,6.08,8,5.62,Baja,Jueves,Baja,0
ORD-14329,2025-01-18,Lima,Lima y Callao,Terrestre,Express,61.32,2,4.05,4,4.07,Media,Sábado,Media,1
ORD-14330,2025-11-17,Lima,Lima y Callao,Terrestre,Estándar,39.0,3,6.45,4,4.84,Media,Lunes,Media,0
ORD-14331,2025-03-09,Lima,Lima y Callao,Terrestre,Mismo Día,45.38,1,6.82,5,7.43,Baja,Domingo,Media,0
ORD-14332,2025-04-09,Lima,Lima y Callao,Terrestre,Mismo Día,57.04,1,2.72,2,3.3,Media,Miércoles,Baja,0
ORD-14333,2025-11-11,Cusco,Sierra Sur,Terrestre,Express,1077.3,3,7.2,5,4.51,Baja,Martes,Media,0
ORD-14334,2025-11-23,Tumbes,Costa Norte,Terrestre,Estándar,1257.68,6,7.86,5,5.5,Alta,Domingo,Alta,1
ORD-14335,2025-12-01,La Libertad,Costa Norte,Aéreo,Estándar,586.97,5,13.6,8,17.95,Alta,Lunes,Alta,0
ORD-14336,2025-06-05,Cajamarca,Sierra Norte,Terrestre,Estándar,964.85,7,7.68,4,10.03,Media,Jueves,Media,0
ORD-14337,2025-10-04,Apurímac,Sierra Sur,Terrestre,Estándar,866.32,4,4.33,2,2.29,Media,Sábado,Media,0
ORD-14338,2025-04-30,Lima,Lima y Callao,Terrestre,Estándar,143.04,3,11.22,9,10.85,Media,Miércoles,Alta,0
ORD-14339,2025-09-28,Ucayali,Selva Centro-Sur,Terrestre,Estándar,915.95,5,7.84,9,7.41,Media,Domingo,Media,0
ORD-14340,2025-07-03,Piura,Costa Norte,Terrestre,Estándar,870.36,6,11.31,7,13.22,Alta,Jueves,Alta,0
ORD-14341,2025-01-19,Lima,Lima y Callao,Terrestre,Estándar,140.8,3,10.92,6,19.97,Media,Domingo,Alta,0
ORD-14342,2025-06-02,Ucayali,Selva Centro-Sur,Multimodal,Express,984.99,4,5.63,4,4.16,Media,Lunes,Media,1
ORD-14343,2025-06-20,Lima,Lima y Callao,Terrestre,Estándar,99.51,3,7.4,4,8.37,Baja,Viernes,Media,0
ORD-14344,2025-04-04,Ica,Costa Sur,Terrestre,Express,296.89,2,11.38,10,16.49,Media,Viernes,Media,0
ORD-14345,2025-05-17,Lima,Lima y Callao,Terrestre,Express,81.42,2,4.06,5,5.45,Alta,Sábado,Baja,0
ORD-14346,2025-07-03,Arequipa,Costa Sur,Terrestre,Estándar,1012.99,6,12.12,10,8.45,Baja,Jueves,Alta,0
ORD-14347,2025-01-19,Callao,Lima y Callao,Terrestre,Estándar,52.56,3,6.06,3,10.94,Baja,Domingo,Media,0
ORD-14348,2025-02-25,La Libertad,Costa Norte,Terrestre,Estándar,613.72,5,6.97,4,6.86,Baja,Martes,Media,0
ORD-14349,2025-10-07,Callao,Lima y Callao,Terrestre,Estándar,25.39,3,8.21,5,9.23,Baja,Martes,Alta,0
ORD-14350,2025-05-09,Tacna,Costa Sur,Terrestre,Estándar,1239.08,7,6.72,7,8.01,Media,Viernes,Baja,0
ORD-14351,2025-08-11,Ucayali,Selva Centro-Sur,Terrestre,Estándar,792.09,6,6.19,6,7.63,Media,Lunes,Baja,0
ORD-14352,2025-07-26,Junín,Sierra Centro,Terrestre,Estándar,331.24,4,7.86,7,4.97,Media,Sábado,Media,0
ORD-14353,2025-07-21,Lima,Lima y Callao,Terrestre,Express,73.77,2,3.69,4,6.68,Baja,Lunes,Baja,0
ORD-14354,2025-05-31,La Libertad,Costa Norte,Terrestre,Estándar,670.04,6,4.38,4,4.37,Media,Sábado,Media,0
ORD-14355,2025-06-26,Ayacucho,Sierra Sur,Terrestre,Estándar,579.22,4,4.86,4,3.34,Media,Jueves,Baja,0
ORD-14356,2025-10-28,Ica,Costa Sur,Terrestre,Estándar,278.62,3,5.64,4,3.44,Media,Martes,Alta,0
ORD-14357,2025-12-19,Callao,Lima y Callao,Terrestre,Express,27.95,2,9.21,4,13.41,Baja,Viernes,Alta,0
ORD-14358,2025-04-04,Ica,Costa Sur,Terrestre,Express,297.87,2,3.93,4,4.18,Media,Viernes,Baja,0
ORD-14359,2025-09-02,Callao,Lima y Callao,Terrestre,Mismo Día,44.66,1,7.59,8,11.38,Baja,Martes,Baja,0
ORD-14360,2025-12-20,Arequipa,Costa Sur,Terrestre,Estándar,1019.77,6,9.51,8,5.46,Alta,Sábado,Alta,0
ORD-14361,2025-01-03,Callao,Lima y Callao,Terrestre,Estándar,67.47,3,8.96,8,8.92,Alta,Viernes,Alta,0
ORD-14362,2025-10-14,Puno,Sierra Sur,Terrestre,Estándar,1531.88,7,3.29,5,3.54,Alta,Martes,Baja,0
ORD-14363,2025-07-01,Arequipa,Costa Sur,Terrestre,Estándar,1073.23,6,7.54,4,5.59,Baja,Martes,Alta,1
ORD-14364,2025-12-20,Ica,Costa Sur,Terrestre,Estándar,326.23,4,5.24,3,2.82,Baja,Sábado,Baja,0
ORD-14365,2025-07-31,Lima,Lima y Callao,Terrestre,Express,73.62,2,5.99,3,5.27,Alta,Jueves,Media,0
ORD-14366,2025-11-02,Junín,Sierra Centro,Terrestre,Estándar,376.58,5,7.24,4,2.38,Media,Domingo,Alta,0
ORD-14367,2025-03-02,Lima,Lima y Callao,Terrestre,Estándar,72.24,3,7.13,4,3.58,Media,Domingo,Alta,0
